Alias,IATA,lat,lon,id
Johannesburg,HLA,-25.9385,27.9261,619
Langebaanweg,SDB,-32.9689,18.1603,620
Ladysmith,LAY,-28.5817,29.7497,621
Margate,MGH,-30.8574,30.343,622
Malalane,LLE,-25.43,31.5767,623
Mkuze,MZQ,-27.6261,32.0443,624
Newcastle,NCS,-27.7706,29.9769,625
Overberg,OVG,-34.5549,20.2507,626
Oudtshoorn,OUH,-33.607,22.189,627
Port Elizabeth,PLZ,-33.9849,25.6173,628
Plettenberg Bay,PBZ,-34.08816,23.328724,629
Phalaborwa,PHW,-23.9372,31.1554,630
Port Saint Johns,JOH,-31.6059,29.5198,631
Pietermaritzburg,PZB,-29.649,30.3987,632
Pilanesberg,NTY,-25.3338,27.1734,633
Potgietersrus,PTG,-23.845268,29.458614,634
Potchefstroom,PCF,-26.671,27.0819,635
Queenstown,UTW,-31.9202,26.8822,636
Richard's Bay,RCB,-28.741,32.0921,637
Robertson,ROD,-33.8122,19.9028,638
Springbok,SBU,-29.6893,17.9396,639
Secunda,ZEC,-26.5241,29.1701,640
Sishen,SIS,-27.6486,22.9993,641
Skukuza,SZK,-24.9609,31.5887,642
Tzaneen,LTA,-23.8244,30.3293,643
Ulundi,ULD,-28.3206,31.4165,644
Upington,UTN,-28.3991,21.2602,645
Umtata,UTT,-31.546364,28.673355,646
Vryburg,VRU,-26.9824,24.7288,647
Durban,VIR,-29.7706,31.0584,648
Vredendal,VRE,-31.641,18.5448,649
Pretoria,PRY,-25.6539,28.2242,650
Waterkloof,WKF,-25.83,28.2225,651
Francistown,FRW,-21.1596,27.4745,652
Jwaneng,JWA,-24.6023,24.691,653
Kasane,BBK,-17.8329,25.1624,654
Maun,MUB,-19.9726,23.4311,655
Gaberone,GBE,-24.5552,25.9182,656
Selebi-phikwe,PKW,-22.0583,27.8288,657
Brazzaville,BZV,-4.2517,15.253,658
Owando,FTX,-0.53135,15.9501,659
Ouesso,OUE,1.61599,16.0379,660
Pointe-noire,PNR,-4.81603,11.8866,661
Manzini,MTS,-26.529,31.3075,662
Bangui,BGF,4.39848,18.5188,663
Berberati,BBT,4.22158,15.7864,664
Bata,BSG,1.90547,9.80568,665
Malabo,SSG,3.75527,8.70872,666
Wide Awake,ASI,-7.9696,-14.3937,667
Plaisance,MRU,-20.4302,57.6836,668
Rodriguez Island,RRG,-19.7577,63.361,669
Diego Garcia Island,NKW,-7.31327,72.4111,670
Tiko,TKC,4.08919,9.36053,671
Douala,DLA,4.00608,9.71948,672
Maroua,MVR,10.4514,14.2574,673
Foumban,FOM,5.63692,10.7508,674
N'gaoundere,NGE,7.35701,13.5592,675
Garoua,GOU,9.33589,13.3701,676
Bafoussam,BFX,5.53692,10.3546,677
Bamenda,BPC,6.03924,10.1226,678
Yaounde,YAO,3.83604,11.5235,679
Kasompe,CGJ,-12.5728,27.8939,680
Livingstone,LVI,-17.8218,25.8227,681
Lusaka,LUN,-15.3308,28.4526,682
Mfuwe,MFU,-13.2589,31.9366,683
Mongu,MNR,-15.2545,23.1623,684
Ndola,NLA,-12.9981,28.6649,685
Southdowns,KIW,-12.9005,28.1499,686
Moroni,HAH,-11.5337,43.2719,687
Moheli,NWA,-12.2981,43.7664,688
Anjouan,AJN,-12.1317,44.4303,689
Dzaoudzi,DZA,-12.8047,45.2811,690
St.-denis,RUN,-20.8871,55.5103,691
St.-pierre,ZSE,-21.3209,55.425,692
Antananarivo,TNR,-18.7969,47.4788,693
Miandrivazo,ZVA,-19.5628,45.4508,694
Sainte Marie,SMS,-17.0939,49.8158,695
Toamasina,TMM,-18.1095,49.3925,696
Morondava,MOQ,-20.2847,44.3176,697
Antsiranana,DIE,-12.3494,49.2917,698
Mananara,WMR,-16.1639,49.7738,699
Andapa,ZWA,-14.6517,49.6206,700
Ambilobe,AMB,-13.1884,48.988,701
Antalaha,ANM,-14.9994,50.3202,702
Analalava,HVA,-14.6297,47.7638,703
Mahajanga,MJN,-15.6668415,46.351234,704
Nosy-be,NOS,-13.3121,48.3148,705
Besalampy,BPY,-16.74453,44.482483,706
Maroantsetra,WMN,-15.4367,49.6883,707
Sambava,SVB,-14.2786,50.1747,708
Vohemar,VOH,-13.3758,50.0028,709
Antsohihy,WAI,-14.8988,47.9939,710
Ampampamena,IVA,-13.484816,48.6327,711
Tolagnaro,FTU,-25.0381,46.9561,712
Fianarantsoa,WFI,-21.4416,47.1117,713
Farafangana,RVA,-22.8053,47.8206,714
Manakara,WVK,-22.1197,48.0217,715
Mananjary,MNJ,-21.2018,48.3583,716
Morombe,MXM,-21.7539,43.3755,717
Toliara,TLE,-23.3834,43.7285,718
M'banza-congo,SSY,-6.2699,14.247,719
Benguela,BUG,-12.609,13.4037,720
Cabinda,CAB,-5.59699,12.1884,721
Huambo,NOV,-12.8089,15.7605,722
Kuito,SVP,-12.4046,16.9474,723
Luanda,LAD,-8.85837,13.2312,724
Malanje,MEG,-9.52509,16.3124,725
Menongue,SPP,-14.6576,17.7198,726
Negage,GXG,-7.75451,15.2877,727
Porto Amboim,PBN,-10.722,13.7655,728
Saurimo,VHC,-9.68907,20.4319,729
Soyo,SZA,-6.14109,12.3718,730
Lubango,SDD,-14.9247,13.575,731
Luena,LUO,-11.7681,19.8977,732
Uige,UGO,-7.60307,15.0278,733
Xangongo,XGN,-16.7554,14.9653,734
Oyem,OYE,1.54311,11.5814,735
Okondja,OKN,-0.665214,13.6731,736
Lambarene,LBQ,-0.704389,10.2457,737
Bitam,BMM,2.07564,11.4932,738
Port Gentil,POG,-0.711739,8.75438,739
Omboue Hospial,OMB,-1.57473,9.26269,740
Makokou,MKU,0.579211,12.8909,741
Libreville,LBV,0.4586,9.41228,742
Franceville,MVB,-1.65616,13.438,743
Principe,PCP,1.66294,7.41174,744
Sao Tome,TMS,0.378175,6.71215,745
Beira,BEW,-19.7964,34.9076,746
Inhambane,INH,-23.8764,35.4085,747
Lichinga,VXC,-13.274,35.2663,748
Lumbo,LFB,-15.0331,40.6717,749
Maputo,MPM,-25.9208,32.5726,750
Mueda,MUD,-11.6729,39.5631,751
Mocimboa Da Praia,MZB,-11.3618,40.3549,752
Nacala,MNC,-14.4882,40.7122,753
Nampula,APL,-15.1056,39.2818,754
Pemba,POL,-12.991762,40.524014,755
Quelimane,UEL,-17.8555,36.8691,756
Tete,TET,-16.1048,33.6402,757
Vilankulu,VNX,-22.0184,35.3133,758
Desroches,DES,-5.6967,53.6558,759
Mahe,SEZ,-4.67434,55.5218,760
Praslin,PRI,-4.31929,55.6914,761
Abeche,AEH,13.847,20.8443,762
Moundou,MQQ,8.62441,16.0714,763
N'djamena,NDJ,12.1337,15.034,764
Faya-largeau,FYT,17.9171,19.1111,765
Bulawayo,BUQ,-20.0174,28.6179,766
Chiredzi,BFO,-21.0081,31.5786,767
Victoria Falls,VFA,-18.0959,25.839,768
Harare,HRE,-17.9318,31.0928,769
Kariba,KAB,-16.5198,28.885,770
Mutare,UTA,-18.9975,32.6272,771
Masvingo,MVZ,-20.0553,30.8591,772
Gwert,GWE,-19.4364,29.8619,773
Hwange National Park,HWN,-18.6299,27.021,774
Blantyre,BLZ,-15.6791,34.974,775
Karonga,KGJ,-9.95357,33.893,776
Kasungu,KBQ,-13.0146,33.4686,777
Lilongwe,LLW,-13.7894,33.781,778
Mzuzu,ZZU,-11.4447,34.0118,779
Maseru,MSU,-29.4623,27.5525,780
Kinshasa,FIH,-4.38575,15.4446,781
Kinshasa,NLO,-4.32666,15.3275,782
Muanda,MNB,-5.93086,12.3518,783
Bandoundu,FDU,-3.31132,17.3817,784
Kikwit,KKW,-5.03577,18.7856,785
Mbandaka,MDK,0.0226,18.2887,786
Gbadolite,BDT,4.25321,20.9753,787
Gemena,GMA,3.23537,19.7713,788
Kotakoli,KLI,4.15764,21.6509,789
Lisala,LIQ,2.17066,21.4969,790
Kisangani,FKI,0.481639,25.338,791
Isiro,IRP,2.82761,27.5883,792
Bunia,BUX,1.56572,30.2208,793
Buta Zega,BZU,2.81835,24.7937,794
Bukavu/kavumu,BKY,-2.30898,28.8088,795
Goma,GOM,-1.67081,29.2385,796
Kindu,KND,-2.91918,25.9154,797
Lubumashi,FBM,-11.5913,27.5309,798
Kolwezi,KWZ,-10.7659,25.5057,799
Kalemie,FMI,-5.87556,29.25,800
Kamina Base,KMN,-8.64202,25.2529,801
Kananga,KGA,-5.90005,22.4692,802
Mbuji-mayi,MJM,-6.12124,23.569,803
Bamako,BKO,12.5335,-7.94994,804
Gao,GAQ,16.2484,-0.005456,805
Kayes,KYS,14.4812,-11.4044,806
Mopti,MZI,14.5128,-4.07956,807
Tombouctou,TOM,16.7305,-3.00758,808
Banjul,BJL,13.338,-16.6522,809
Fuerteventura,FUE,28.4527,-13.8638,810
Hierro,VDE,27.8148,-17.8871,811
Santa Cruz De La Palma,SPC,28.6265,-17.7556,812
Gran Canaria,LPA,27.9319,-15.3866,813
Arrecife,ACE,28.9455,-13.6052,814
Tenerife,TFS,28.0445,-16.5725,815
Tenerife,TFN,28.4827,-16.3415,816
Melilla,MLN,35.2798,-2.95626,817
Freetown,FNA,8.61644,-13.1955,818
Monrovia,MLW,6.28906,-10.7587,819
Monrovia,ROB,6.23379,-10.3623,820
Agadir,AGA,30.325,-9.41307,821
Tan Tan,TTA,28.4482,-11.1613,822
Fes,FEZ,33.9273,-4.97796,823
Er-rachidia,ERH,31.9475,-4.39833,824
Meknes,MEK,33.8791,-5.51512,825
Oujda,OUD,34.7872,-1.92399,826
Ben Slimane,GMD,33.6554,-7.22145,827
Rabat,RBA,34.0515,-6.75152,828
Casablanca,CMN,33.3675,-7.58997,829
Marrakech,RAK,31.6069,-8.0363,830
Kentira,NNA,34.2989,-6.59588,831
Ouarzazate,OZZ,30.9391,-6.90943,832
Al Hociema,AHU,35.1771,-3.83952,833
Tetouan,TTU,35.5943,-5.32002,834
Tanger,TNG,35.7269,-5.91689,835
Ziguinchor,ZIG,12.5556,-16.2818,836
Cap Skiring,CSK,12.39533,-16.748,837
Kaolack,KLC,14.1469,-16.0513,838
Dakar,DKR,14.7397,-17.4902,839
St. Louis,XLS,16.0508,-16.4632,840
Bakel,BXE,14.8473,-12.4683,841
Kedougou,KGG,12.5723,-12.2203,842
Tambacounda,TUD,13.7368,-13.6531,843
Aioun El Atrouss,AEO,16.7113,-9.63788,844
Tidjikja,TIY,18.5701,-11.4235,845
Kiffa,KFA,16.59,-11.4062,846
Nema,EMN,16.622,-7.3166,847
Kaedi,KED,16.1595,-13.5076,848
Nouakschott,NKC,18.31,-15.969722,849
Selibabi,SEY,15.1797,-12.2073,850
Atar,ATR,20.5068,-13.0432,851
Nouadhibou,NDB,20.9331,-17.03,852
Fira,FIG,10.3506,-13.5692,853
Faranah,FAA,10.0355,-10.7698,854
Labe,LEK,11.3261,-12.2868,855
Amilcar Cabral,SID,16.7414,-22.9494,856
Boa Vista,BVC,16.1365,-22.8889,857
Maio,MMO,15.1559,-23.2137,858
Sao Nocolau Island,SNE,16.5884,-24.2847,859
Sao Vicente Island,VXE,16.8332,-25.0553,860
Addis Ababa,ADD,8.97789,38.7993,861
Arba Minch,AMH,6.03939,37.5905,862
Axum,AXU,14.1468,38.7728,863
Bahar Dar,BJR,11.6081,37.3216,864
Dire Dawa,DIR,9.6247,41.8542,865
Gambella,GMB,8.12876,34.5631,866
Gondar,GDQ,12.5199,37.434,867
Jimma,JIM,7.66609,36.8166,868
Lalibella,LLI,11.975,38.98,869
Makale,MQX,13.4674,39.5335,870
Asosa,ASO,10.0185,34.5863,871
Bujumbura,BJM,-3.32402,29.3185,872
Hargeisa,HGA,9.51817,44.0888,873
Berbera,BBO,10.3892,44.9411,874
Kismayu,KMU,-0.377353,42.4592,875
Alexandria,ALY,31.1839,29.9489,876
Abu Simbel,ABS,22.376,31.6117,877
Cairo,CAI,30.1219,31.4056,878
Cairo,CWE,30.1164,30.9154,879
Hurghada,HRG,27.1783,33.7994,880
El Gorah,EGH,31.06856,34.129627,881
Luxor,LXR,25.671,32.7066,882
Mersa-matruh,MUH,31.3254,27.2217,883
Port Said,PSD,31.2794,32.24,884
St. Catherine,SKV,28.6853,34.0625,885
Aswan,ASW,23.9644,32.82,886
El-tor,ELT,28.209,33.6455,887
Eldoret,EDL,0.404458,35.2389,888
Kakamega,GGM,0.271342,34.7873,889
Kisumu,KIS,-0.086139,34.7289,890
Kitale,KTL,0.971989,34.9586,891
Lodwar,LOK,3.12197,35.6087,892
Lamu,LAU,-2.25242,40.9131,893
Mombasa,MBA,-4.03483,39.5942,894
Nairobi,WIL,-1.32172,36.8148,895
Wajir,WJR,1.73324,40.0916,896
Ghat,GHT,25.1456,10.1426,897
Kufra,AKF,24.1787,23.314,898
Benghazi,BEN,32.0968,20.2695,899
Sebha,SEB,26.987,14.4725,900
Tripoli,TIP,32.6635,13.159,901
Marsa Brega,LMQ,30.3781,19.5764,902
Hon,HUQ,29.1101,15.9656,903
Ghadames,LTD,30.1517,9.71531,904
Gisenyi,GYI,-1.6772,29.2589,905
Kigali,KGL,-1.96863,30.1395,906
Kamembe,KME,-2.46224,28.9079,907
Dongola,DOG,19.1539,30.4301,908
Damazin,RSS,11.7859,34.3367,909
El Fasher,ELF,13.6149,25.3246,910
Kassala,KSL,15.3875,36.3288,911
Kadugli,KDX,11.138,29.7011,912
El Obeid,EBD,13.1532,30.2327,913
Juba,JUB,4.87201,31.6011,914
Malakal,MAK,9.55897,31.6522,915
Khartoum,KRT,15.5895,32.5532,916
Arusha,ARK,-3.36779,36.6333,917
Dar Es Salaam,DAR,-6.87811,39.2026,918
Dodoma,DOD,-6.17044,35.7526,919
Iringa,IRI,-7.66863,35.7521,920
Kilimanjaro,JRO,-3.42941,37.0745,921
Lake Manyara,LKY,-3.37631,35.8183,922
Mtwara,MYW,-10.3391,40.1818,923
Mwanza,MWZ,-2.44449,32.9327,924
Pemba,PMA,-5.25726,39.8114,925
Tanga,TGT,-5.09236,39.0712,926
Zanzibar,ZNZ,-6.22202,39.2249,927
Entebbe,EBB,0.042386,32.4435,928
Soroti,SRT,1.72769,33.6228,929
Tirana,TIA,41.4147,19.7206,930
Bourgas,BOJ,42.5696,27.5152,931
Gorna Orechovica,GOZ,43.1514,25.7129,932
Plovdiv,PDV,42.0678,24.8508,933
Sofia,SOF,42.696693,23.411436,934
Stara Zagora,SZR,42.376667,25.655,935
Varna,VAR,43.2321,27.8251,936
Larnaca,LCA,34.8751,33.6249,937
Paphos,PFO,34.718,32.4857,938
Akrotiri,AKT,34.5904,32.9879,939
Dubrovnik,DBV,42.5614,18.2682,940
Osijek,OSI,45.4627,18.8102,941
Pula,PUY,44.8935,13.9222,942
Rijeka,RJK,45.2169,14.5703,943
Split,SPU,43.5389,16.298,944
Zagreb,ZAG,45.7429,16.0688,945
Zadar,ZAD,44.1083,15.3467,946
Albacete,ABC,38.9485,-1.86352,947
Alicante,ALC,38.2822,-0.558156,948
Almeria,LEI,36.8439,-2.3701,949
Aviles,OVD,43.5636,-6.03462,950
Cordoba,ODB,37.842,-4.84888,951
Bilbao,BIO,43.3011,-2.91061,952
Barcelona,BCN,41.2971,2.07846,953
Badajoz,BJZ,38.8913,-6.82133,954
La Coruna,LCG,43.3021,-8.37726,955
Gerona,GRO,41.901,2.76055,956
Granada,GRX,37.1887,-3.77736,957
Ibiza,IBZ,38.8729,1.37312,958
Jerez,XRY,36.7446,-6.06011,959
Murcia,MJV,37.775,-0.812389,960
Madrid,MAD,40.471928,-3.56264,961
Malaga,AGP,36.6749,-4.49911,962
Menorca,MAH,39.8626,4.21865,963
Sevilla,OZP,37.1749,-5.61594,964
Pamplona,PNA,42.77,-1.64633,965
Reus,REU,41.1474,1.16717,966
Rota,ROZ,36.6452,-6.34946,967
Salamanca,SLM,40.9521,-5.50199,968
San Sebastian,EAS,43.3565,-1.79061,969
Santiago,SCQ,42.8963,-8.41514,970
Seo De Urgel,LEU,42.3386,1.40917,971
Madrid,TOJ,40.4967,-3.44587,972
Valencia,VLC,39.4893,-0.481625,973
Valladolid,VLL,41.7061,-4.85194,974
Vitoria,VIT,42.8828,-2.72447,975
Vigo,VGO,42.2318,-8.62677,976
Santander,SDR,43.4271,-3.82001,977
Zaragoza,ZAZ,41.6662,-1.04155,978
Sevilla,SVQ,37.418,-5.89311,979
Calais,CQF,50.9621,1.95476,980
Albert,BYF,49.9715,2.69766,981
Le Tourquet,LTQ,50.5174,1.62059,982
Valenciennes,XVS,50.3258,3.46126,983
Agen,AGF,44.1747,0.590556,984
Bordeaux,BOD,44.8283,-0.715556,985
Bergerac,EGC,44.8253,0.518611,986
Cognac,CNG,45.6583,-0.3175,987
Poitiers,PIS,46.5877,0.306666,988
Montlucon-gueret,MCU,46.2226,2.36396,989
Limoges,LIG,45.8628,1.17944,990
Niort,NIT,46.313477,-0.394529,991
Toulouse,TLS,43.6291,1.36382,992
Pau,PUF,43.38,-0.418611,993
Tarbes,LDE,43.1787,-0.006439,994
Angouleme,ANG,45.7292,0.221456,995
Brive,BVE,45.039722,1.485556,996
Perigueux,PGX,45.1981,0.815556,997
Biarritz-bayonne,BIQ,43.468334,-1.5311111,998
Cahors,ZAO,44.3514,1.47528,999
Albi,LBI,43.9139,2.11306,1000
Castres,DCM,43.5563,2.28918,1001
Rodez,RDZ,44.4079,2.48267,1002
Royan,RYN,45.6281,-0.9725,1003
Montauban,XMW,44.0257,1.37804,1004
Rochefort,RCO,45.8878,-0.983056,1005
Colmar,CMR,48.1099,7.35901,1006
Dole,DLE,47.042686,5.435063,1007
Aubenas-vals-lanas,OBS,44.544205,4.372192,1008
Le Puy,LPY,45.0807,3.76289,1009
Metz,ETZ,48.9821,6.25132,1010
Bastia,BIA,42.5527,9.48373,1011
Calvi,CLY,42.524445,8.793056,1012
Figari,FSC,41.5006,9.09778,1013
Ajaccio,AJA,41.9236,8.80292,1014
Propriano,PRP,41.6606,8.88975,1015
Solenzara,SOZ,41.9244,9.406,1016
Auxerre,AUF,47.8502,3.49711,1017
Chambery,CMF,45.6381,5.88023,1018
Clermont-Ferrand,CFE,45.7867,3.16917,1019
Bourges,BOU,47.0581,2.37028,1020
Annemasse,QNJ,46.192,6.26839,1021
Lyon,LYS,45.725555,5.081111,1022
St.-yan,SYT,46.4125,4.01326,1023
Roanne,RNE,46.0583,4.00139,1024
Annecy,NCY,45.930832,6.106389,1025
Grenoble,GNB,45.3629,5.32937,1026
Valence,VAF,44.9216,4.9699,1027
Vichy,VHY,46.1697,3.40374,1028
Aurillac,AUR,44.8914,2.42194,1029
Chateauroux,CHR,46.86028,1.721111,1030
Lyon,LYN,45.7272,4.94427,1031
Cannes,CEQ,43.542,6.95348,1032
St-Etienne,EBU,45.5406,4.29639,1033
Carcassonne,CCF,43.216,2.30632,1034
Marseille,MRS,43.43927,5.221424,1035
Nice,NCE,43.6584,7.21587,1036
Orange,XOG,44.1405,4.86672,1037
Perpignan,PGF,42.7404,2.87067,1038
Le Castellet,CTT,43.2525,5.78519,1039
Montpellier,MPL,43.5762,3.96301,1040
Beziers,BZR,43.3235,3.3539,1041
Avignon,AVN,43.9073,4.90183,1042
Mende,MEN,44.5021,3.53282,1043
Beauvais,BVA,49.4544,2.11278,1044
Evreux,EVX,49.0287,1.21986,1045
Le Havre,LEH,49.5339,0.088056,1046
Abbeville,XAB,50.1435,1.831891,1047
Orleans,ORE,47.9878,1.76056,1048
Chalons,XCR,48.773335,4.206111,1049
Rouen,URO,49.3842,1.1748,1050
Tours,TUF,47.4322,0.727606,1051
Cholet,CET,47.0821,-0.877064,1052
Laval,LVA,48.0314,-0.742986,1053
Paris,LBG,48.9694,2.44139,1054
Creil,CSF,49.2535,2.51914,1055
Paris,CDG,49.0128,2.55,1056
Toussous-le-noble,TNF,48.7519,2.10619,1057
Paris,ORY,48.72333,2.3794444,1058
Pontoise,POX,49.09667,2.040833,1059
Villacoublay,VIY,48.774166,2.1916666,1060
Nevers,NVS,47.0026,3.11333,1061
Maubeuge,XME,50.3105,4.03312,1062
Lille,LIL,50.56333,3.086886,1063
Merville,HZB,50.6184,2.64224,1064
Charleville,XCZ,49.7839,4.64708,1065
Brest,BES,48.4479,-4.41854,1066
Cherbourg,CER,49.6501,-1.47028,1067
Dinard,DNR,48.5877,-2.07996,1068
La Baule,LBY,47.2894,-2.34639,1069
Granville,GFR,48.8831,-1.56417,1070
Deauville,DOL,49.3653,0.154306,1071
Lorient,LRT,47.7606,-3.44,1072
La Roche-sur-yon,EDM,46.7019,-1.37863,1073
Landivisiau,LDV,48.5303,-4.15164,1074
Caen,CFR,49.1733,-0.45,1075
Le Mans,LME,47.9486,0.201667,1076
Rennes,RNS,48.0695,-1.73479,1077
Lannion,LAI,48.7544,-3.47166,1078
Quimper,UIP,47.975,-4.16779,1079
Nantes,NTE,47.1532,-1.61073,1080
St.-brieuc Armor,SBK,48.5378,-2.85444,1081
Morlaix,MXN,48.6032,-3.81578,1082
Vannes,VNE,47.7233,-2.71856,1083
St.-nazaire,SNR,47.310555,-2.1566668,1084
Mulhouse,BSL,47.59,7.5291667,1085
Dijon,DIJ,47.2689,5.09,1086
Metz,MZM,49.0717,6.13167,1087
Epinal,EPL,48.325,6.06998,1088
Nancy,ENC,48.6921,6.23046,1089
Reims,RHE,49.31,4.05,1090
Strasbourg,SXB,48.5383,7.62823,1091
Hyeres,TLN,43.0973,6.14603,1092
Nimes,FNI,43.7574,4.41635,1093
Miquelon,MQC,47.0955,-56.3803,1094
St.-pierre,FSP,46.7629,-56.1731,1095
Andravida,PYR,37.9207,21.2926,1096
Agrinion,AGQ,38.602,21.3512,1097
Alexandroupolis,AXD,40.8559,25.9563,1098
Nea Anghialos,VOL,39.2196,22.7943,1099
Chios,JKH,38.3432,26.1406,1100
Ioannina,IOA,39.6964,20.8225,1101
Heraklion,HER,35.3397,25.1803,1102
Kastoria,KSO,40.4463,21.2822,1103
Kithira,KIT,36.2743,23.017,1104
Keffallinia,EFL,38.1201,20.5005,1105
Kalamata,KLX,37.0683,22.0255,1106
Kos,KGS,36.7933,27.0917,1107
Karpathos,AOK,35.4214,27.146,1108
Kerkyra/corfu,CFU,39.6019,19.9117,1109
Kasos,KSJ,35.4214,26.91,1110
Kavala,KVA,40.9133,24.6192,1111
Kozani,KZI,40.2861,21.8408,1112
Leros,LRS,37.1849,26.8003,1113
Limnos,LXS,39.9171,25.2363,1114
Larissa,LRA,39.650253,22.4655,1115
Mykonos,JMK,37.4351,25.3481,1116
Mytilini,MJT,39.0567,26.5983,1117
Preveza,PVK,38.9255,20.7653,1118
Rhodos,RHO,36.4054,28.0862,1119
Patras,GPA,38.1511,21.4256,1120
Chania,CHQ,35.5317,24.1497,1121
Skiathos,JSI,39.1771,23.5037,1122
Samos,SMI,37.69,26.9117,1123
Sparti,SPJ,36.9739,22.5263,1124
Thira,JTR,36.3992,25.4793,1125
Sitia,JSH,35.2161,26.1013,1126
Skiros,SKU,38.9676,24.4872,1127
Thessaloniki,SKG,40.5197,22.9709,1128
Zakynthos,ZTH,37.7509,20.8843,1129
Budapest,BUD,47.42976,19.261093,1130
Debrecen,DEB,47.4889,21.6153,1131
Crotone,CRV,38.9972,17.0802,1132
Bari,BRI,41.1389,16.7606,1133
Foggia,FOG,41.4329,15.535,1134
Grottaglie,TAR,40.5175,17.4032,1135
Lecce,LCC,40.2392,18.1333,1136
Pescara,PSR,42.4317,14.1811,1137
Brindisi,BDS,40.6576,17.947,1138
Lamezia,SUF,38.9054,16.2423,1139
Catania,CTA,37.4668,15.0664,1140
Lampedusa,LMP,35.4979,12.6181,1141
Pantelleria,PNL,36.8165,11.9689,1142
Palermo,PMO,38.176,13.091,1143
Reggio Calabria,REG,38.0712,15.6516,1144
Trapani,TPS,37.9114,12.488,1145
Sigonella,NSY,37.4017,14.9224,1146
Alghero,AHO,40.6321,8.29077,1147
Decimomannu,DCI,39.3542,8.97248,1148
Cagliari,CAG,39.2515,9.05428,1149
Olbia,OLB,40.8987,9.51763,1150
Tortoli,TTB,39.9188,9.68298,1151
Milano,MXP,45.6306,8.72811,1152
Bergamo,BGY,45.6739,9.70417,1153
Torino,TRN,45.2008,7.64963,1154
Albenga,ALL,44.0506,8.12743,1155
Genoa,GOA,44.4133,8.8375,1156
Milan,LIN,45.4451,9.27674,1157
Parma,PMF,44.8245,10.2964,1158
Cuneo,CUF,44.547,7.62322,1159
Aviano,AVB,46.0319,12.596503,1160
Bolzano,BZO,46.4602,11.3264,1161
Bologna,BLQ,44.5354,11.2887,1162
Treviso,TSF,45.6484,12.1944,1163
Forli,FRL,44.1948,12.0701,1164
Brescia,VBS,45.4289,10.3306,1165
Ronchi De Legionari,TRS,45.8275,13.4722,1166
Rimini,RMI,44.0203,12.6117,1167
Vicenza,VIC,45.5734,11.5295,1168
Padova,QPA,45.3958,11.8479,1169
Villafranca,VRN,45.3957,10.8885,1170
Venice,VCE,45.5053,12.3519,1171
Siena,SAY,43.2563,11.255,1172
Rome,CIA,41.7994,12.5949,1173
Rome,FCO,41.800278,12.238889,1174
Marina Di Campo,EBA,42.7603,10.2394,1175
Latina,QLT,41.5424,12.909,1176
Naples,NAP,40.886,14.2908,1177
Pisa,PSA,43.6839,10.3927,1178
Florence,FLR,43.81,11.2051,1179
Grosseto,GRS,42.7597,11.0719,1180
Perugia,PEG,43.0959,12.5132,1181
Ljubljana,LJU,46.2237,14.4576,1182
Maribor,MBX,46.4799,15.6861,1183
Portoroz,POW,45.4734,13.615,1184
Kunovice,UHE,49.0294,17.4397,1185
Karlovy Vary,KLV,50.203,12.915,1186
Ostrava,OSR,49.6963,18.1111,1187
Pardubice,PED,50.0134,15.7386,1188
Prerov,PRV,49.4258,17.4047,1189
Prague,PRG,50.1008,14.26,1190
Brno,BRQ,49.1513,16.6944,1191
Vodochody,VOD,50.2166,14.3958,1192
Tel-aviv,TLV,32.0114,34.8867,1193
Beer-sheba,BEV,31.287,34.723,1194
Elat,ETH,29.5613,34.9601,1195
Eyn-yahav,EIY,30.6217,35.2033,1196
Haifa,HFA,32.8094,35.0431,1197
Rosh Pina,RPN,32.981,35.5719,1198
Metzada,MTZ,31.3282,35.3886,1199
Nevatim,VTM,31.2083,35.0123,1200
Ovda,VDA,29.9403,34.9358,1201
Ramon,MIP,30.7761,34.6667,1202
Tel-aviv,SDV,32.1147,34.7822,1203
Malta,MLA,35.8575,14.4775,1204
Graz,GRZ,46.9911,15.4396,1205
Innsbruck,INN,47.2602,11.344,1206
Linz,LNZ,48.2332,14.1875,1207
Salzburg,SZG,47.7933,13.0043,1208
Vienna,VIE,48.1103,16.5697,1209
Alverca,AVR,38.8833,-9.0301,1210
Santa Maria (island),SMA,36.9714,-25.1706,1211
Braganca,BGC,41.8578,-6.70713,1212
Beja (madeira),BYJ,38.0789,-7.9324,1213
Braga,BGZ,41.5871,-8.44514,1214
Cascais,CAT,38.725,-9.35523,1215
Flores,FLW,39.4553,-31.1314,1216
Faro,FAO,37.0144,-7.96591,1217
Graciosa Island,GRW,39.0922,-28.0298,1218
Horta,HOR,38.5199,-28.7159,1219
Lajes (terceira Island),TER,38.7618,-27.0908,1220
Monte Real,QLR,39.828335,-8.8875,1221
Ponta Delgada,PDL,37.7412,-25.6979,1222
Pico,PIX,38.5543,-28.4413,1223
Portimao,PRM,37.1493,-8.58396,1224
Porto,OPO,41.2481,-8.68139,1225
Porto Santo,PXO,33.0734,-16.35,1226
Lisbon,LIS,38.7813,-9.13592,1227
Sao Jorge Island,SJZ,38.6655,-28.1758,1228
Vila Real,VRL,41.2743,-7.72047,1229
Viseu,VSE,40.7255,-7.88899,1230
Mostar,OMO,43.2829,17.8459,1231
Sarajevo,SJJ,43.8246,18.3315,1232
Arad,ARW,46.1766,21.262,1233
Bacau,BCM,46.5219,26.9103,1234
